Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/17/2026,06/18/2026,APPLE.COM/BILL,Shopping,Sale,-0.99,
06/15/2026,06/17/2026,STARBUCKS STORE 25706,Food & Drink,Sale,-6.54,
06/15/2026,06/16/2026,WAL-MART #0965,Groceries,Sale,-29.55,
06/14/2026,06/16/2026,MI PUEBLO - EDEN PRAIR,Food & Drink,Sale,-38.51,
06/14/2026,06/16/2026,GOOD EARTH I,Food & Drink,Sale,-1.10,
06/15/2026,06/16/2026,TST* BELLECOUR - 50TH &amp; F,Food & Drink,Sale,-8.07,
06/14/2026,06/16/2026,MARATHON 238865,Gas,Sale,-5.46,
06/14/2026,06/15/2026,UBER   *TRIP,Travel,Sale,-38.96,
06/14/2026,06/15/2026,TST* 701 - Z&amp;H 739 LAKE R,Food & Drink,Sale,-4.26,
06/14/2026,06/15/2026,SQ *FAIRGROUNDS COFFEE &amp;,Food & Drink,Sale,-24.18,
06/13/2026,06/15/2026,TST*SMACK SHACK,Food & Drink,Sale,-65.13,
06/13/2026,06/15/2026,TST*COV WAYZATA,Food & Drink,Sale,-10.60,
06/13/2026,06/15/2026,FSP*HIAWATHA GOLF CLUB,Health & Wellness,Return,8.00,
06/13/2026,06/14/2026,FSP*HIAWATHA GOLF CLUB,Health & Wellness,Sale,-71.00,
06/12/2026,06/14/2026,TST*THE MONTE CARLO,Food & Drink,Sale,-47.21,
06/13/2026,06/14/2026,TST* HOPE BREAKFAST BAR -,Food & Drink,Sale,-35.70,
06/12/2026,06/14/2026,SQ *TREATS NORTH LOOP,Food & Drink,Sale,-8.62,
06/12/2026,06/14/2026,Midtown Cafe &amp; Pei Wei E-,Food & Drink,Sale,-15.95,
06/12/2026,06/14/2026,UBER   *TRIP,Travel,Sale,-63.87,
06/12/2026,06/14/2026,SWA*EXCS_BAG5264333497274,Travel,Sale,-35.00,
06/11/2026,06/12/2026,DIERBERGS MARKET PL,Groceries,Sale,-41.05,
06/10/2026,06/11/2026,AUTOMOTIVE SUPER CENTER 6,Automotive,Sale,-160.54,
06/09/2026,06/10/2026,DIERBERGS MARKET PL,Groceries,Sale,-3.99,
06/09/2026,06/10/2026,DIERBERGS MARKET PL,Groceries,Sale,-96.46,
06/08/2026,06/09/2026,NAME-CHEAP.COM* 7AJIRV,Professional Services,Sale,-11.48,
06/07/2026,06/08/2026,3D FLOOR PLAN MAKER,Shopping,Sale,-4.00,
06/07/2026,06/08/2026,DIERBERGS MARKET PL,Groceries,Sale,-94.98,
06/07/2026,06/08/2026,3D FLOOR PLAN MAKER,Shopping,Sale,-4.00,
06/07/2026,06/08/2026,RAILWAY,Shopping,Sale,-5.00,
06/06/2026,06/07/2026,Amazon.com,Shopping,Return,83.33,
06/05/2026,06/07/2026,ANTHROPIC,Shopping,Sale,-20.00,
06/04/2026,06/07/2026,SOUTHWES    5267446576690,Travel,Sale,-499.65,
06/06/2026,06/07/2026,AMAZON MKTPLACE PMTS,Shopping,Return,15.61,
06/06/2026,06/07/2026,SQ *JOEY B'S MANCHESTER,Food & Drink,Sale,-60.96,
06/04/2026,06/05/2026,RENDER.COM,Shopping,Sale,-7.87,
06/05/2026,06/05/2026,ANTHROPIC* CLAUDE SUB,Shopping,Sale,-20.00,
06/03/2026,06/04/2026,DIERBERGS MARKET PL,Groceries,Sale,-38.71,
06/01/2026,06/02/2026,DIERBERGS MARKET PL,Groceries,Sale,-89.66,
06/01/2026,06/02/2026,4UP*LANDINGS GOLF,Entertainment,Sale,-6.25,
06/01/2026,06/02/2026,4UP*LANDINGS GOLF,Entertainment,Sale,-162.00,
06/01/2026,06/02/2026,EXXON ON THE RUN #602,Gas,Sale,-39.96,
06/01/2026,06/02/2026,Chesterfield YMCA,Gifts & Donations,Sale,-57.00,
06/01/2026,06/01/2026,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-149.00,
05/31/2026,06/01/2026,DIERBERGS MARKET PL,Groceries,Sale,-70.37,
05/30/2026,06/01/2026,THE LANDING AT SPIRIT,Entertainment,Sale,-10.00,
