Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/13/2025,07/14/2025,DD *DOORDASH CHIPOTLEM,Food & Drink,Sale,-82.88,
07/12/2025,07/13/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-6.75,
07/10/2025,07/11/2025,DIERBERGS MARKET PL,Groceries,Sale,-58.11,
07/10/2025,07/11/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
07/09/2025,07/10/2025,VENETIAN/PALAZZO FRT DES,Travel,Sale,-640.83,
07/08/2025,07/10/2025,PORT OF SUBS 0039,Food & Drink,Sale,-15.38,
07/08/2025,07/10/2025,EZ PARK,Travel,Sale,-67.00,
07/08/2025,07/10/2025,HUDSON ST2185,Shopping,Sale,-6.69,
07/08/2025,07/09/2025,DIERBERGS MARKET PL,Groceries,Sale,-113.59,
07/07/2025,07/09/2025,CVS/PHARMACY #10348,Health & Wellness,Sale,-8.38,
07/07/2025,07/09/2025,ARCO #42751,Gas,Sale,-3.29,
07/07/2025,07/09/2025,PALAZZO POOL BAR,Food & Drink,Sale,-15.92,
07/07/2025,07/09/2025,PALAZZO POOL RETAIL,Shopping,Sale,-11.00,
07/07/2025,07/08/2025,GRAND LUX 5001 ONEDINE,Food & Drink,Sale,-155.66,
07/07/2025,07/08/2025,4UP*SKY MOUNTAIN GC,Entertainment,Sale,-64.05,
07/07/2025,07/08/2025,FIRST WATCH - 7606,Food & Drink,Sale,-46.31,
07/07/2025,07/08/2025,TST* ROOSTER RUN CAFE,Food & Drink,Sale,-35.29,
07/07/2025,07/08/2025,4UP*SKY MOUNTAIN GC,Entertainment,Sale,-167.08,
07/07/2025,07/08/2025,VENETIAN/PALAZZO ROOM RS,Travel,Sale,-306.35,
07/07/2025,07/08/2025,TARGET        00024976,Shopping,Sale,-99.57,
07/06/2025,07/08/2025,TOWN OF SPRINGDALE,Bills & Utilities,Sale,-25.00,
07/06/2025,07/08/2025,TST*RIVER ROCK ROASTING,Food & Drink,Sale,-15.39,
07/06/2025,07/08/2025,SHELL OIL10012848015,Gas,Sale,-1.98,
07/04/2025,07/08/2025,TOWN OF SPRINGDALE,Bills & Utilities,Sale,-25.00,
07/06/2025,07/07/2025,HOODOOS MARKET,Groceries,Sale,-8.64,
07/05/2025,07/07/2025,SHELL OIL10012848015,Gas,Sale,-3.34,
07/05/2025,07/07/2025,ZION PARKING SOLUTIONS,Travel,Sale,-60.00,
07/06/2025,07/07/2025,SQ *STAGE COACH GRILLE,Food & Drink,Sale,-71.22,
07/06/2025,07/07/2025,SP BUMBLEBERRYGIFTS,Shopping,Sale,-5.95,
07/03/2025,07/06/2025,SHELL OIL10012848015,Gas,Sale,-38.64,
07/04/2025,07/06/2025,SAKURA JAPANESE STEAKHOUS,Food & Drink,Sale,-107.49,
07/04/2025,07/06/2025,SQ *ZION OUTFITTER,Entertainment,Return,9.72,
07/03/2025,07/06/2025,SHELL OIL10012848015,Gas,Sale,-11.82,
07/04/2025,07/06/2025,SQ *ZION OUTFITTER,Entertainment,Sale,-9.72,
07/04/2025,07/06/2025,SQ *ZION OUTFITTER,Entertainment,Sale,-45.59,
07/03/2025,07/06/2025,TST*CAMP OUTPOST ZION CO,Food & Drink,Sale,-35.48,
07/05/2025,07/06/2025,LOS TAPATIOS MEXICAN REST,Food & Drink,Sale,-108.55,
07/04/2025,07/06/2025,LIN'S MARKETPLACE #,Groceries,Sale,-20.67,
07/02/2025,07/04/2025,LAZY DOG RESTAURANT 20,Food & Drink,Sale,-70.00,
07/03/2025,07/04/2025,PARK HOUSE CAFE LLC,Food & Drink,Sale,-40.61,
07/03/2025,07/04/2025,CHEVRON 0381216,Gas,Sale,-8.95,
07/02/2025,07/04/2025,25% BACK INFLIGHT PURCH.,Fees & Adjustments,Adjustment,2.00,
07/02/2025,07/04/2025,SWA INFLIGHT WIFI,Bills & Utilities,Sale,-8.00,
07/03/2025,07/04/2025,DAVIS FOOD &amp; DRUG #,Groceries,Sale,-106.09,
07/03/2025,07/04/2025,FH* ZION PONDEROSA RAN,Entertainment,Sale,-22.53,
07/02/2025,07/03/2025,MCDONALD'S F7678,Food & Drink,Sale,-5.43,
07/01/2025,07/03/2025,CHICK-FIL-A #01976,Food & Drink,Sale,-11.66,
07/02/2025,07/03/2025,STL HUDSONNEWS ST1687,Groceries,Sale,-20.95,
07/02/2025,07/03/2025,HUDSONNEWS  ST1210,Shopping,Sale,-6.98,
07/01/2025,07/02/2025,DIERBERGS MARKET PL,Groceries,Sale,-67.29,
06/30/2025,07/01/2025,AMAZON MKTPL*NQ4LU5II0,Shopping,Sale,-110.43,
06/30/2025,07/01/2025,AMAZON MKTPL*NQ9SC8IM1,Shopping,Sale,-84.40,
07/01/2025,07/01/2025,WALMART.COM,Shopping,Sale,-45.26,
