Transaction Date,Post Date,Description,Category,Type,Amount,Memo
3/21/26,3/23/26,TST*THE SHACK-CHESTERFIE,Food & Drink,Sale,-48.84,
3/22/26,3/23/26,AT *AQUARIUM UNION ST.,Entertainment,Sale,-8.93,
3/22/26,3/23/26,AT *AQUARIUM UNION ST.,Entertainment,Sale,-33.22,
3/22/26,3/23/26,SPO*SILVERSPOONICECREAM-C,Food & Drink,Sale,-27.43,
3/22/26,3/23/26,TST* ALAMO DRAFTHOUSE - C,Food & Drink,Sale,-29.81,
3/21/26,3/23/26,MOLLYS,Food & Drink,Sale,-17.66,
3/22/26,3/23/26,TST*COOKIES AND CUPCAKES,Food & Drink,Sale,-7.6,
3/19/26,3/22/26,820 BOWLERO ST PETERS,Food & Drink,Sale,-6.4,
3/21/26,3/22/26,AMAZON MKTPL*BG1IQ34U2,Shopping,Sale,-9.37,
3/19/26,3/22/26,820 BOWLERO ST PETERS,Food & Drink,Sale,-15.92,
3/22/26,3/22/26,UBER   *TRIP,Travel,Sale,-17.75,
3/21/26,3/22/26,TARGET        00013532,Shopping,Sale,-4.43,
3/22/26,3/22/26,UBER   *TRIP,Travel,Sale,-70.98,
3/22/26,3/22/26,UBER   *TRIP,Travel,Sale,-20.98,
3/21/26,3/22/26,TARGET        00013532,Shopping,Sale,-25.09,
3/20/26,3/22/26,DIERBERGS MARKET PL,Groceries,Sale,-119.53,
3/19/26,3/22/26,AAA IDP,Personal,Sale,-44.99,
3/21/26,3/22/26,AMAZON MKTPL*BG3J72OB2,Shopping,Sale,-44.05,
3/19/26,3/20/26,MCDONALD'S F19156,Food & Drink,Sale,-13.55,
3/19/26,3/20/26,CWT US COM  5267424320745,Travel,Sale,-24.3,
3/17/26,3/19/26,QT 614,Gas,Sale,-20,
3/18/26,3/19/26,SP EVERYDAYDOSE,Groceries,Sale,-37.52,
3/17/26,3/18/26,APPLE.COM/BILL,Shopping,Sale,-0.99,
3/16/26,3/17/26,DIERBERGS MARKET PL,Groceries,Sale,-66.4,
3/17/26,3/17/26,CARFAX *CARFAX.COM,Personal,Sale,-44.99,
3/14/26,3/16/26,LOWES #00731*,Home,Sale,-25.34,
3/12/26,3/16/26,SOUTHWES    5267424320745,Travel,Sale,-110.91,
3/16/26,3/16/26,MECH PE EXAM PREP,Education,Sale,-1999,
3/15/26,3/16/26,AMAZON MKTPL*B53F40OF2,Shopping,Sale,-11.13,
3/14/26,3/16/26,EZ PARK,Travel,Sale,-56,
3/13/26,3/15/26,DCA FOOD HALL,Groceries,Sale,-6.65,
3/12/26,3/15/26,PAR*SMOOTHIE KING SK0349,Food & Drink,Sale,-11.97,
3/13/26,3/15/26,DCA FOOD HALL,Groceries,Sale,-11.97,
3/13/26,3/15/26,DD *DOORDASH CHIPOTLEM,Food & Drink,Sale,-66.17,
3/14/26,3/15/26,MESHY,Shopping,Sale,-10,
3/12/26,3/15/26,ONE STOP NEWS,Groceries,Sale,-3.12,
3/13/26,3/15/26,HAMPTON INN WASHIGTON,Travel,Sale,-869.35,
3/13/26,3/15/26,UBER   *TRIP,Travel,Sale,-35.88,
3/13/26,3/15/26,14TH STREET DELI,Groceries,Sale,-12.53,
3/13/26,3/15/26,UBER   *TRIP,Travel,Sale,-29.87,
3/13/26,3/15/26,DCA BOARS HEAD,Food & Drink,Sale,-17.76,
3/13/26,3/15/26,DCA BOARS HEAD,Food & Drink,Sale,-29.61,
3/13/26,3/15/26,DCA FOOD HALL,Groceries,Sale,-4.43,
3/12/26,3/13/26,UBER   *TRIP,Travel,Sale,-28.87,
3/12/26,3/13/26,14TH STREET DELI,Groceries,Sale,-3.2,
3/13/26,3/13/26,UBER   *TRIP,Travel,Sale,-37.97,
3/12/26,3/13/26,14TH STREET DELI,Groceries,Sale,-3,
3/12/26,3/13/26,DD *DOORDASH PASTIS-DC,Food & Drink,Sale,-38.55,
3/11/26,3/12/26,DD *DOORDASH PASTIS-DC,Food & Drink,Sale,-38.55,
3/11/26,3/12/26,UBER   *TRIP,Travel,Sale,-52.98,
3/11/26,3/12/26,UBER   *TRIP,Travel,Sale,-30.87,
3/11/26,3/12/26,14TH STREET DELI,Groceries,Sale,-15.72,
3/11/26,3/12/26,ONE STOP NEWS,Groceries,Sale,-9.75,
3/10/26,3/11/26,UBER   *TRIP,Travel,Sale,-29.99,
3/9/26,3/11/26,HAMPTON INN WASHIGTON,Travel,Sale,-5,
3/10/26,3/11/26,14TH STREET DELI,Groceries,Sale,-4.06,
3/11/26,3/11/26,UBER   *TRIP,Travel,Sale,-35.87,
3/9/26,3/10/26,JINYA UNION MARKET,Food & Drink,Sale,-48,
3/9/26,3/10/26,Midtown Cafe &amp; Pei Wei E-,Food & Drink,Sale,-4.73,
3/9/26,3/10/26,STL HUDSONNEWS ST1687,Groceries,Sale,-6.98,
3/9/26,3/10/26,GREAT WRAP REAGAN,Food & Drink,Sale,-15.94,
3/9/26,3/10/26,UBER TRIP* TRIP,Travel,Sale,-41.99,
3/9/26,3/10/26,UBER   *TRIP,Travel,Sale,-27.88,
3/10/26,3/10/26,UBER   *TRIP,Travel,Sale,-29.88,
3/8/26,3/9/26,MENS WEARHOUSE #1704,Shopping,Sale,-40,
3/8/26,3/9/26,PHILLIPS 66 - 43 FASTL,Gas,Sale,-2.65,
3/7/26,3/8/26,DIERBERGS MARKET PL,Groceries,Sale,-71.23,
3/5/26,3/8/26,SOUTHWES    5267422250902,Travel,Sale,-871.17,
3/5/26,3/6/26,Kindle Svcs*BP81I9GJ2,Shopping,Sale,-2.99,
3/5/26,3/6/26,820 BOWLERO ST PETERS,Food & Drink,Sale,-6.48,
3/6/26,3/6/26,AMAZON MKTPL*BP5T63552,Shopping,Sale,-26,
3/5/26,3/6/26,820 BOWLERO ST PETERS,Food & Drink,Sale,-15.92,
3/6/26,3/6/26,AMAZON MKTPL*BP9DT3512,Shopping,Sale,-29.86,
3/4/26,3/5/26,USPS PO 2814820605,Shopping,Sale,-11.95,
3/4/26,3/5/26,DIERBERGS MARKET PL,Groceries,Sale,-40.35,
3/4/26,3/5/26,RENDER.COM,Shopping,Sale,-14.3,
3/3/26,3/5/26,EZ PARK,Travel,Sale,-60,
3/4/26,3/5/26,AMAZON MKTPL*BE7912X51,Shopping,Sale,-82.6,
3/3/26,3/4/26,DIERBERGS MARKET PL,Groceries,Sale,-89.72,
3/1/26,3/3/26,BRIGHTON RESORT F &amp; B,Entertainment,Sale,-186.37,
3/3/26,3/3/26,Swig Cottonwood Height,Food & Drink,Sale,-6.51,
3/1/26,3/2/26,WAL-MART #2207,Groceries,Sale,-56.16,
3/1/26,3/2/26,CHESTERFIELD FAMILY YMCA,Gifts & Donations,Sale,-57,
2/27/26,3/1/26,TRADER JOE S #351,Groceries,Sale,-120.03,
2/27/26,3/1/26,CHEVRON 0073054,Gas,Sale,-3.14,
2/27/26,3/1/26,BRIGHTON RESORT F &amp; B,Entertainment,Sale,-16.17,
2/27/26,3/1/26,BRIGHTON RESORT F &amp; B,Entertainment,Sale,-16.17,
2/26/26,3/1/26,HOMEWOOD SUITES MIDVALE,Travel,Sale,-4,
2/28/26,3/1/26,Netflix,Bills & Utilities,Sale,-17.99,
2/27/26,3/1/26,BRIGHTON RESORT F &amp; B,Entertainment,Sale,-45.4,
2/27/26,3/1/26,UBER   *TRIP,Travel,Sale,-14.99,
2/27/26,3/1/26,COSTCO WHSE #0764,Shopping,Sale,-300.62,
2/26/26,3/1/26,BLACK CANYON,Shopping,Sale,-20.52,
2/27/26,3/1/26,LONGHORN STEAK 0125469,Food & Drink,Sale,-95.96,
2/27/26,3/1/26,TIBURON LOCKERS INC,Home,Sale,-12,
2/27/26,3/1/26,IN-N-OUT MIDVALE,Food & Drink,Sale,-22.34,
