Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/14/2025,08/15/2025,AAFES SUBWAY WIESBADEN,Shopping,Sale,-8.59,
08/14/2025,08/15/2025,Hilton Mainz,Travel,Sale,-45.75,
08/14/2025,08/15/2025,Wundermart,Groceries,Sale,-9.71,
08/13/2025,08/14/2025,NATOO,Shopping,Sale,-10.41,
08/13/2025,08/14/2025,MCDONALD S DEUTSCHLAND,Food & Drink,Sale,-7.48,
08/13/2025,08/14/2025,Wundermart,Groceries,Sale,-19.37,
08/13/2025,08/14/2025,RELAY &amp; PARAPHARMA2GO,Shopping,Sale,-19.35,
08/13/2025,08/14/2025,T-MOBILE HOTSPOT GMBH BON,Bills & Utilities,Sale,-7.02,
08/13/2025,08/14/2025,R048 RUSTICHELLI &amp; MA..,Shopping,Sale,-3.92,
08/13/2025,08/14/2025,R048 RUSTICHELLI &amp; MA..,Shopping,Sale,-8.57,
08/13/2025,08/14/2025,MCDONALDS 30470,Food & Drink,Sale,-9.46,
08/13/2025,08/14/2025,AC HOTEL VICENZA,Travel,Sale,-238.93,
08/13/2025,08/14/2025,AELIA DUTY FREE VENEZI,Shopping,Sale,-8.56,
08/13/2025,08/14/2025,VILLA DELLE ROSE,Food & Drink,Sale,-24.92,
08/12/2025,08/13/2025,VICENZA BUN-D,Shopping,Sale,-17.90,
08/12/2025,08/13/2025,AAFES VICENZA MAIN STORE,Shopping,Sale,-3.85,
08/12/2025,08/13/2025,AC HOTEL VICENZA,Travel,Sale,-10.86,
08/12/2025,08/13/2025,OVOSODO RESTAURANT &amp; PIZ,Food & Drink,Sale,-28.03,
08/12/2025,08/13/2025,AC HOTEL VICENZA,Travel,Sale,-3.50,
08/10/2025,08/12/2025,SHAKE SHACK T2 STL,Food & Drink,Sale,-21.85,
08/10/2025,08/12/2025,T-MOBILE HOTSPOT GMBH,Bills & Utilities,Sale,-29.00,
08/12/2025,08/12/2025,VICENZA DUNKIN DONUTS,Shopping,Sale,-16.53,
08/11/2025,08/12/2025,MCDONALD'S,Food & Drink,Sale,-15.94,
08/11/2025,08/12/2025,AC HOTEL VICENZA,Travel,Sale,-10.88,
08/11/2025,08/12/2025,Lagardere Fil. 271,Shopping,Sale,-16.82,
08/10/2025,08/11/2025,STL HUDSONNEWS ST1687,Groceries,Sale,-39.60,
08/10/2025,08/11/2025,CNN NEWS ST1212,Shopping,Sale,-10.87,
08/10/2025,08/11/2025,CNN NEWS ST1212,Shopping,Sale,-5.05,
08/10/2025,08/11/2025,T-MOBILE HOTSPOT GMBH,Bills & Utilities,Sale,-29.00,
08/07/2025,08/11/2025,LUFTHANSA   2207279419692,Travel,Sale,-480.20,
08/07/2025,08/10/2025,CWT US COM  2207279419692,Travel,Sale,-5.50,
08/08/2025,08/10/2025,DIERBERGS MARKET PL,Groceries,Sale,-65.59,
08/07/2025,08/10/2025,AMERICAN AIR0017279419693,Travel,Sale,-1732.51,
08/06/2025,08/10/2025,LUFTHAN     2204090400553,Travel,Sale,-56.00,
08/08/2025,08/10/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
08/07/2025,08/10/2025,CWT US COM  0017279419693,Travel,Sale,-5.50,
08/09/2025,08/10/2025,ON THE RUN #602,Gas,Sale,-72.98,
08/07/2025,08/08/2025,CAVENDERS BOOTCITY 75,Shopping,Sale,-192.69,
08/06/2025,08/07/2025,MCDONALD'S F7678,Food & Drink,Sale,-12.91,
08/06/2025,08/07/2025,ST LOUIS COUNTY ENDO,Health & Wellness,Sale,-577.50,
08/05/2025,08/06/2025,739 GREAT CLIPS AT HILLTO,Personal,Sale,-27.00,
08/04/2025,08/05/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.68,
08/04/2025,08/05/2025,EXXON ON THE RUN #602,Gas,Sale,-31.94,
08/03/2025,08/04/2025,DIERBERGS MARKET PL,Groceries,Sale,-48.91,
08/03/2025,08/04/2025,MCDONALD'S F7678,Food & Drink,Sale,-15.96,
08/02/2025,08/03/2025,DIERBERGS MARKET PL,Groceries,Sale,-163.89,
08/01/2025,08/03/2025,DIERBERGS MARKET PL,Groceries,Sale,-25.00,
08/02/2025,08/03/2025,MCDONALD'S F7678,Food & Drink,Sale,-16.07,
07/31/2025,08/03/2025,UNITED      0167278350758,Travel,Sale,-587.00,
