Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/07/2025,12/09/2025,SOUTHWES    5262111140491,Travel,Sale,-11.20,
12/07/2025,12/09/2025,SOUTHWES    5262111140324,Travel,Sale,-5.60,
12/07/2025,12/08/2025,CIRCLE K 01647,Gas,Sale,-59.26,
12/06/2025,12/08/2025,SOUTHWES    5262111038582,Travel,Sale,-11.20,
12/07/2025,12/08/2025,TST*THE SHACK-CHESTERFIE,Food & Drink,Sale,-48.73,
12/06/2025,12/08/2025,SOUTHWES    5262111035097,Travel,Sale,-5.60,
12/06/2025,12/07/2025,AVIS.COM PREPAY,Travel,Sale,-217.48,
12/06/2025,12/07/2025,DIERBERGS MARKET PL,Groceries,Sale,-114.27,
12/06/2025,12/07/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.00,
12/05/2025,12/07/2025,FEDEX OFFIC46900046995,Personal,Sale,-5.43,
12/04/2025,12/05/2025,DIERBERGS MARKET PL,Groceries,Sale,-104.08,
12/03/2025,12/04/2025,RENDER.COM,Shopping,Sale,-33.30,
12/04/2025,12/04/2025,PAYPAL *WINGDYNASTY,Professional Services,Sale,-2.90,
12/01/2025,12/03/2025,AIRBNB * HMHDNEJDMA,Travel,Sale,-1618.50,
11/29/2025,12/01/2025,SHELL OIL 12529944006,Gas,Sale,-25.58,
11/29/2025,12/01/2025,HOU AIRP KILLENS BBQ,Food & Drink,Sale,-7.12,
11/29/2025,12/01/2025,HOU AIRP KILLENS BBQ,Food & Drink,Sale,-19.76,
11/30/2025,12/01/2025,WM SUPERCENTER #2600,Groceries,Sale,-93.89,
11/30/2025,12/01/2025,GAMEWAY HOBBY,Entertainment,Sale,-27.99,
11/30/2025,12/01/2025,LONGHORN STEAK 0125439,Food & Drink,Sale,-28.30,
11/29/2025,12/01/2025,EZ PARK,Travel,Sale,-45.00,
