Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/17/2025,06/18/2025,DIERBERGS MARKET PL,Groceries,Sale,-73.94,
06/17/2025,06/17/2025,STEAMGAMES.COM 4259522985,Entertainment,Sale,-19.99,
06/14/2025,06/16/2025,QDOBA 2172,Food & Drink,Sale,-33.08,
06/15/2025,06/16/2025,DIERBERGS MARKET PL,Groceries,Sale,-98.40,
06/14/2025,06/16/2025,GLF*GolfNowReservation,Entertainment,Sale,-6.48,
06/14/2025,06/16/2025,CHICK-FIL-A #01976,Food & Drink,Sale,-26.04,
06/15/2025,06/16/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-124.00,
06/15/2025,06/16/2025,EXXON ON THE RUN #602,Gas,Sale,-29.12,
06/15/2025,06/16/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-10.50,
06/15/2025,06/16/2025,EXXON ON THE RUN #602,Gas,Sale,-57.35,
06/13/2025,06/15/2025,CHICK-FIL-A #01976,Food & Drink,Sale,-11.66,
06/12/2025,06/13/2025,CHIPOTLE 0918,Food & Drink,Sale,-10.49,
06/12/2025,06/13/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
06/11/2025,06/12/2025,DIERBERGS MARKET PL,Groceries,Sale,-36.57,
06/11/2025,06/12/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
06/09/2025,06/11/2025,SOUTHWES    5262354444425,Travel,Sale,-673.90,
06/10/2025,06/11/2025,DIERBERGS MARKET PL,Groceries,Sale,-48.01,
06/10/2025,06/11/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
06/09/2025,06/11/2025,QDOBA 2172,Food & Drink,Sale,-25.49,
06/09/2025,06/09/2025,AIRBNB * HMSTXFSD24,Travel,Sale,-2179.01,
06/07/2025,06/09/2025,TAILWIND CRP,Food & Drink,Sale,-6.48,
06/07/2025,06/09/2025,TAILWIND CRP,Food & Drink,Sale,-3.99,
06/07/2025,06/09/2025,TAILWIND CRP,Food & Drink,Sale,-3.99,
06/07/2025,06/09/2025,EZ PARK,Travel,Sale,-67.00,
06/08/2025,06/09/2025,POTBELLY-548-319,Food & Drink,Sale,-15.86,
06/07/2025,06/09/2025,TAILWIND CRP,Food & Drink,Sale,-3.99,
06/07/2025,06/09/2025,IAH CN CIBO EXP WALL M,Groceries,Sale,-6.89,
06/05/2025,06/09/2025,UNITED      0167265524505,Travel,Sale,-142.52,
06/07/2025,06/09/2025,UA INFLT    0164303245085,Travel,Sale,-8.00,
06/07/2025,06/09/2025,HILTON GARDEN INN,Travel,Sale,-753.16,
06/06/2025,06/08/2025,MCDONALD'S F24366,Food & Drink,Sale,-9.39,
06/06/2025,06/08/2025,TST* CRPCC - HILTON GARDE,Food & Drink,Sale,-29.00,
06/06/2025,06/08/2025,UNITED      0164302951075,Travel,Sale,-45.00,
06/06/2025,06/08/2025,MY MERCY ST. LOUIS HB,Health & Wellness,Sale,-529.76,
06/06/2025,06/08/2025,UNITED      0164302951074,Travel,Sale,-40.00,
06/05/2025,06/08/2025,CWT US COM  0167265524505,Travel,Sale,-24.00,
06/07/2025,06/08/2025,CHUY'S 078,Food & Drink,Sale,-16.74,
06/06/2025,06/08/2025,TEXAS ROADHOUSE #2100,Food & Drink,Sale,-20.77,
06/06/2025,06/08/2025,CHICK-FIL-A #04178,Food & Drink,Sale,-16.93,
06/04/2025,06/06/2025,HILTON GARDEN INN,Travel,Sale,-3.00,
06/04/2025,06/06/2025,SALTGRASS CORPUS CHRIS,Food & Drink,Sale,-28.88,
06/05/2025,06/06/2025,Subway 13435,Food & Drink,Sale,-19.03,
06/04/2025,06/06/2025,WHATABURGER 336    Q26,Food & Drink,Sale,-11.41,
06/04/2025,06/06/2025,WHATABURGER 336    Q26,Food & Drink,Sale,-4.32,
06/04/2025,06/05/2025,MCDONALD'S F24366,Food & Drink,Sale,-8.74,
06/03/2025,06/05/2025,BJ'S RESTAURANTS 551,Food & Drink,Sale,-53.69,
06/03/2025,06/05/2025,CHICK-FIL-A #04178,Food & Drink,Sale,-15.09,
06/02/2025,06/04/2025,STARBUCKS C-17 STL,Food & Drink,Sale,-5.87,
06/03/2025,06/04/2025,TAQUERIA EL POTRO RESTAU,Food & Drink,Sale,-15.93,
06/02/2025,06/04/2025,SALTGRASS CORPUS CHRIS,Food & Drink,Sale,-28.39,
06/02/2025,06/03/2025,AMERICAN AI 0010271448252,Travel,Sale,-85.00,
06/02/2025,06/03/2025,HUDSONNEWS  ST1207,Shopping,Sale,-8.24,
06/02/2025,06/03/2025,EBONYNEWS ST1203,Shopping,Sale,-12.39,
06/02/2025,06/03/2025,WORLD NEWS &amp; GIFTS,Groceries,Sale,-5.40,
06/03/2025,06/03/2025,NAME-CHEAP.COM* O2ZINU,Professional Services,Sale,-4.98,
06/01/2025,06/02/2025,EXXON ON THE RUN #602,Gas,Sale,-86.02,
06/01/2025,06/01/2025,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-149.00,
05/31/2025,06/01/2025,GLF*WARRENTONGOLF,Entertainment,Sale,-12.00,
05/31/2025,06/01/2025,MCDONALD'S F18113,Food & Drink,Sale,-9.59,
05/31/2025,06/01/2025,PHILLIPS 66 - EDISON E,Gas,Sale,-22.26,
05/31/2025,06/01/2025,DIERBERGS MARKET PL,Groceries,Sale,-46.59,
05/30/2025,06/01/2025,MCDONALD'S F7678,Food & Drink,Sale,-8.36,
