Transaction Date,Post Date,Description,Category,Type,Amount,Memo
09/22/2025,09/24/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-19.48,
09/22/2025,09/24/2025,AAFES HKCCC GAS PUMPS,Gas,Sale,-21.77,
09/22/2025,09/23/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-9.48,
09/22/2025,09/23/2025,DD *DOORDASH PANIOLOS,Food & Drink,Sale,-65.83,
09/21/2025,09/22/2025,DD *DOORDASH PANIOLOS,Food & Drink,Sale,-48.56,
09/20/2025,09/22/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-16.81,
09/18/2025,09/21/2025,STARBUCKS STORE 54258,Food & Drink,Sale,-5.66,
09/19/2025,09/21/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-18.42,
09/18/2025,09/21/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-18.42,
09/18/2025,09/21/2025,MCDONALD'S M6413 OF HI,Food & Drink,Sale,-10.02,
09/20/2025,09/21/2025,CORAL CREEK GOLF COURSE,Entertainment,Sale,-14.00,
09/20/2025,09/21/2025,7-ELEVEN #54294,Groceries,Sale,-22.74,
09/19/2025,09/21/2025,CORAL CREEK GOLF COURSE,Entertainment,Sale,-14.00,
09/19/2025,09/21/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-15.49,
09/19/2025,09/21/2025,SCHOFIELD CAR CARE CTR,Shopping,Sale,-12.62,
09/18/2025,09/21/2025,RESIDENCE INN BY MARRI,Travel,Sale,-9.95,
09/17/2025,09/19/2025,CHICK-FIL-A #05170,Food & Drink,Sale,-18.89,
09/17/2025,09/19/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-24.09,
09/18/2025,09/19/2025,7-ELEVEN #54294,Groceries,Sale,-8.27,
09/17/2025,09/19/2025,RESIDENCE INN BY MARRI,Travel,Sale,-7.33,
09/17/2025,09/19/2025,RESIDENCE INN BY MARRI,Travel,Sale,-3.14,
09/16/2025,09/18/2025,MAMALA BAY GOL11630639,Health & Wellness,Sale,-6.00,
09/17/2025,09/18/2025,7-ELEVEN #54294,Groceries,Sale,-7.22,
09/16/2025,09/18/2025,MCDONALD'S F12658,Food & Drink,Sale,-16.95,
09/17/2025,09/18/2025,UB - HELE 61059,Gas,Sale,-32.28,
09/16/2025,09/18/2025,MAMALA BAY GOL11630639,Health & Wellness,Sale,-18.00,
09/16/2025,09/17/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-1.79,
09/15/2025,09/17/2025,STARBUCKS STORE 54258,Food & Drink,Sale,-6.97,
09/16/2025,09/17/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-12.68,
09/16/2025,09/17/2025,AAFES HICKAM FDCT SUBWAY,Shopping,Sale,-16.68,
09/15/2025,09/17/2025,RESIDENCE INN BY MARRI,Travel,Sale,-9.69,
09/15/2025,09/17/2025,RESIDENCE INN BY MARRI,Travel,Sale,-2.88,
09/15/2025,09/17/2025,AAFES- HICKAM F/C STARBU,Food & Drink,Sale,-3.95,
09/17/2025,09/17/2025,JBPHH-HIC KUNTZ M MALL,Shopping,Sale,-11.29,
09/15/2025,09/16/2025,7-ELEVEN #54294,Groceries,Sale,-30.73,
09/14/2025,09/16/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-39.69,
09/14/2025,09/16/2025,STARBUCKS STORE 54258,Food & Drink,Sale,-5.97,
09/14/2025,09/16/2025,CORAL CREEK GOLF COURSE,Entertainment,Sale,-14.00,
09/15/2025,09/16/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-4.54,
09/15/2025,09/16/2025,AAFES HICKAM FDCT SUBWAY,Shopping,Sale,-8.29,
09/13/2025,09/15/2025,KLIPPER GOLF  91010272,Bills & Utilities,Sale,-121.00,
09/13/2025,09/15/2025,TARGET        00024117,Shopping,Sale,-12.54,
09/13/2025,09/15/2025,MCDONALD'S F12658,Food & Drink,Sale,-16.95,
09/13/2025,09/15/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-26.38,
09/13/2025,09/15/2025,9TH PUKA      91010405,Bills & Utilities,Sale,-5.00,
09/13/2025,09/15/2025,KAPOLEI FOODLAND #43,Groceries,Sale,-17.96,
09/11/2025,09/14/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-26.38,
09/11/2025,09/14/2025,MCDONALD'S F12658,Food & Drink,Sale,-10.68,
09/13/2025,09/14/2025,TEXACO 0209722,Gas,Sale,-26.93,
09/12/2025,09/14/2025,AAFES- HICKAM F/C STARBU,Food & Drink,Sale,-3.95,
09/12/2025,09/14/2025,CHICK-FIL-A #04508,Food & Drink,Sale,-7.53,
09/12/2025,09/14/2025,MCDONALD'S F12658,Food & Drink,Sale,-10.68,
09/13/2025,09/14/2025,TEXACO 0209722,Gas,Sale,-7.01,
09/12/2025,09/14/2025,CHARLEYS PHILLY STEAKS 77,Food & Drink,Sale,-8.49,
09/12/2025,09/14/2025,SAKURA JAPANESE RESTAURAN,Food & Drink,Sale,-63.35,
09/12/2025,09/14/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-5.05,
09/10/2025,09/12/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-18.42,
09/10/2025,09/12/2025,STARBUCKS STORE 54258,Food & Drink,Sale,-5.97,
09/11/2025,09/12/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-3.19,
09/11/2025,09/12/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-4.48,
09/10/2025,09/12/2025,THE HOME DEPOT #1702,Home,Sale,-32.29,
09/09/2025,09/11/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-39.75,
09/09/2025,09/11/2025,AAFES- HICKAM F/C STARBU,Food & Drink,Sale,-3.95,
09/10/2025,09/11/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-9.10,
09/09/2025,09/11/2025,MCDONALD'S F34230,Food & Drink,Sale,-16.95,
09/08/2025,09/10/2025,WAL-MART #3883,Groceries,Sale,-10.23,
09/08/2025,09/10/2025,SHAKE SHACK T2 STL,Food & Drink,Sale,-13.55,
09/08/2025,09/10/2025,PANIOLOS KAPOLEI LLC,Food & Drink,Sale,-30.97,
09/09/2025,09/10/2025,JBPHH-HIC CAR CARE CTR,Shopping,Sale,-12.10,
09/08/2025,09/10/2025,TST*JERSEY MIKE MCCARRAN,Food & Drink,Sale,-17.00,
09/08/2025,09/09/2025,STL HUDSONNEWS ST1687,Groceries,Sale,-18.66,
09/08/2025,09/09/2025,HUDSONNEWS  ST1372,Shopping,Sale,-35.06,
09/08/2025,09/09/2025,COFFEE BEAN &amp; TEA LEAF,Food & Drink,Sale,-6.03,
09/08/2025,09/09/2025,HUDSONNEWS  ST1372,Shopping,Sale,-11.09,
09/08/2025,09/09/2025,25% BACK INFLIGHT PURCH.,Fees & Adjustments,Adjustment,2.00,
09/08/2025,09/09/2025,SWA INFLIGHT WIFI,Bills & Utilities,Sale,-8.00,
09/08/2025,09/09/2025,COFFEE BEAN &amp; TEA LEAF,Food & Drink,Sale,-6.40,
09/08/2025,09/09/2025,SWA*EXCS_BAG5264290171112,Travel,Sale,-195.00,
09/08/2025,09/09/2025,25% BACK INFLIGHT PURCH.,Fees & Adjustments,Adjustment,2.00,
09/08/2025,09/09/2025,SWA INFLIGHT WIFI,Bills & Utilities,Sale,-8.00,
09/07/2025,09/08/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-3.75,
09/07/2025,09/08/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-27.02,
09/07/2025,09/08/2025,4UP*LANDINGS GOLF,Entertainment,Sale,-156.00,
09/06/2025,09/08/2025,ESPINOS MEXICAN BAR AND,Food & Drink,Sale,-55.74,
09/06/2025,09/07/2025,MCDONALD'S F18113,Food & Drink,Sale,-20.86,
09/06/2025,09/07/2025,EXXON COUNTRY CLUB EXP,Gas,Sale,-10.00,
09/04/2025,09/05/2025,DIERBERGS MARKET PL,Groceries,Sale,-46.93,
09/03/2025,09/04/2025,EXXON ON THE RUN #602,Gas,Sale,-24.94,
09/02/2025,09/04/2025,QDOBA 2172,Food & Drink,Sale,-29.49,
09/03/2025,09/04/2025,EXXON ON THE RUN #602,Gas,Sale,-28.29,
09/02/2025,09/03/2025,DIERBERGS MARKET PL,Groceries,Sale,-60.05,
09/02/2025,09/03/2025,WALMART.COM,Shopping,Sale,-45.08,
08/31/2025,09/02/2025,SWA*EXCS_BAG5264289365132,Travel,Sale,-45.00,
08/31/2025,09/02/2025,SKY MARKET,Groceries,Sale,-10.59,
08/31/2025,09/02/2025,EZ PARK,Travel,Sale,-55.00,
08/30/2025,09/01/2025,GOLF CLUB AT HEATHER RIDG,Entertainment,Sale,-75.00,
08/31/2025,09/01/2025,EINSTEIN'S C CONCOURSE,Food & Drink,Sale,-22.02,
