Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/22/2026,05/24/2026,TST*SCOTTIES-BISTRO,Food & Drink,Sale,-152.81,
05/21/2026,05/24/2026,DD PRESECURITY ST2310,Personal,Sale,-4.53,
05/21/2026,05/22/2026,EXXON GATEWAY OF VAN,Gas,Sale,-4.18,
05/21/2026,05/22/2026,HUDSONNEWS  ST1210,Shopping,Sale,-21.25,
05/20/2026,05/21/2026,CHIPOTLE 0918,Food & Drink,Sale,-22.18,
05/19/2026,05/19/2026,MESHY,Shopping,Sale,-20.00,
05/17/2026,05/18/2026,APPLE.COM/BILL,Shopping,Sale,-0.99,
05/18/2026,05/18/2026,PAYPAL *METAPAY,Professional Services,Sale,-26.03,
05/16/2026,05/18/2026,EXXON ON THE RUN #602,Gas,Sale,-34.35,
05/17/2026,05/18/2026,QT 645,Gas,Sale,-7.03,
05/17/2026,05/18/2026,SP EVERYDAYDOSE,Groceries,Sale,-37.52,
05/16/2026,05/17/2026,UEP*KOKUU,Food & Drink,Sale,-61.15,
05/16/2026,05/17/2026,HARPOS BAR &amp; GRILL,Food & Drink,Sale,-66.54,
05/14/2026,05/15/2026,ONEQUINCE* Q26710760,Shopping,Sale,-166.35,
05/14/2026,05/15/2026,DIERBERGS MARKET PL,Groceries,Sale,-62.82,
05/13/2026,05/14/2026,DIERBERGS MARKET PL,Groceries,Sale,-51.37,
05/14/2026,05/14/2026,ANTHROPIC,Shopping,Sale,-5.00,
05/13/2026,05/14/2026,DIERBERGS MARKET PL,Groceries,Sale,-30.84,
05/13/2026,05/14/2026,Amazon.com*BF3RZ5851,Shopping,Sale,-83.33,
05/12/2026,05/13/2026,UBER   *TRIP,Travel,Sale,-5.70,
05/11/2026,05/13/2026,SOUTHWES    5262159333670,Travel,Sale,-11.20,
05/12/2026,05/13/2026,UBER   *TRIP,Travel,Sale,-35.99,
05/11/2026,05/13/2026,SOUTHWES    5262159332389,Travel,Sale,-760.79,
05/12/2026,05/13/2026,UBER   *TRIP,Travel,Sale,-36.98,
05/12/2026,05/12/2026,APPLE.COM/US,Shopping,Sale,-52.66,
05/12/2026,05/12/2026,APPLE.COM/US,Shopping,Sale,-1577.32,
05/10/2026,05/11/2026,SP PROOF EYEWEAR,Health & Wellness,Sale,-77.89,
05/10/2026,05/11/2026,TST*THE SHACK-CHESTERFIE,Food & Drink,Sale,-48.73,
05/10/2026,05/11/2026,JCPENNEY 1942,Shopping,Sale,-65.84,
05/09/2026,05/11/2026,SOUTHWES    5262158775527,Travel,Sale,-690.37,
05/09/2026,05/11/2026,SOUTHWES    5262158775695,Travel,Sale,-147.57,
05/10/2026,05/11/2026,DIERBERGS MARKET PL,Groceries,Sale,-115.13,
05/10/2026,05/11/2026,MACYS  WEST COUNTY,Shopping,Sale,-54.73,
05/09/2026,05/11/2026,GARBANZO - CHESTERFIELD,Food & Drink,Sale,-24.55,
05/09/2026,05/10/2026,GLF*COUNTRYLAKES,Entertainment,Sale,-109.74,
05/08/2026,05/10/2026,EXXON ON THE RUN #602,Gas,Sale,-5.14,
05/07/2026,05/10/2026,THE LANDING AT SPIRIT,Entertainment,Sale,-20.00,
05/07/2026,05/10/2026,THE LANDING AT SPIRIT,Entertainment,Sale,-20.00,
05/08/2026,05/10/2026,GARBANZO - CHESTERFIELD,Food & Drink,Sale,-10.66,
05/08/2026,05/10/2026,MCDONALD'S F7678,Food & Drink,Sale,-27.68,
05/09/2026,05/10/2026,GARBANZOMEDITERRANEANF,Food & Drink,Sale,-48.13,
05/07/2026,05/10/2026,QDOBA 2172,Food & Drink,Sale,-41.40,
05/07/2026,05/10/2026,VSI*STCHASPARKCONCESS,Bills & Utilities,Sale,-1.50,
05/09/2026,05/10/2026,MCDONALD'S F18113,Food & Drink,Sale,-23.42,
05/09/2026,05/10/2026,GLF*COUNTRYLAKES,Entertainment,Sale,-5.00,
05/08/2026,05/08/2026,Dicks Sporting Goods,Shopping,Sale,-87.28,
05/07/2026,05/08/2026,9998 SSG PARKING,Travel,Sale,-1.00,
05/07/2026,05/08/2026,MCDONALD'S F7678,Food & Drink,Sale,-10.86,
05/07/2026,05/08/2026,EXXON ON THE RUN #602,Gas,Sale,-39.64,
05/05/2026,05/06/2026,ENTERPRISE RENT-A-CAR,Travel,Sale,-311.75,
05/05/2026,05/06/2026,USPS PO 2814820605,Shopping,Sale,-12.90,
05/05/2026,05/06/2026,DIERBERGS MARKET PL,Groceries,Sale,-70.23,
05/05/2026,05/05/2026,NAME-CHEAP.COM* 6FG3MB,Professional Services,Sale,-38.98,
05/05/2026,05/05/2026,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-20.00,
05/04/2026,05/05/2026,4UP*LANDINGS GOLF,Entertainment,Sale,-14.75,
05/05/2026,05/05/2026,RENDER.COM,Shopping,Sale,-14.30,
05/04/2026,05/05/2026,4UP*LANDINGS GOLF,Entertainment,Sale,-5.25,
05/04/2026,05/05/2026,UBER   *TRIP,Travel,Sale,-30.98,
05/04/2026,05/05/2026,4UP*LANDINGS GOLF,Entertainment,Sale,-162.00,
05/02/2026,05/04/2026,ZAXBY'S #28003,Food & Drink,Sale,-24.20,
05/02/2026,05/04/2026,NSJ VALERO - NEWPORT,Gas,Sale,-31.87,
05/02/2026,05/04/2026,NSJ VALERO - NEWPORT,Gas,Sale,-5.99,
05/01/2026,05/03/2026,EXXON COUNTRY CLUB EXP,Gas,Sale,-3.04,
05/01/2026,05/03/2026,MCDONALD'S F36073,Food & Drink,Sale,-3.05,
05/01/2026,05/03/2026,EXXON COUNTRY CLUB EXP,Gas,Sale,-39.74,
05/01/2026,05/03/2026,ROAD RANGER # 279,Gas,Sale,-27.07,
04/30/2026,05/03/2026,THE GREAT AMERICAN GRILL,Food & Drink,Sale,-19.17,
05/02/2026,05/03/2026,MCDONALD'S F11417,Food & Drink,Sale,-2.22,
05/01/2026,05/03/2026,EXXON COUNTRY CLUB EXP,Gas,Sale,-19.44,
05/02/2026,05/03/2026,76 - 273 FOOD AND FUEL,Gas,Sale,-41.38,
05/01/2026,05/03/2026,MOTOMART  3134,Gas,Sale,-5.31,
05/01/2026,05/03/2026,HILTON GARDEN INN HUNTSVI,Travel,Sale,-715.39,
05/01/2026,05/03/2026,VIOC 050032,Automotive,Sale,-56.36,
05/01/2026,05/03/2026,MCDONALD'S F33238,Food & Drink,Sale,-1.07,
05/02/2026,05/03/2026,MCDONALD'S F37985,Food & Drink,Sale,-7.20,
05/02/2026,05/03/2026,76 - 273 FOOD AND FUEL,Gas,Sale,-6.93,
05/02/2026,05/03/2026,EXXON JORDANS KWIK STO,Gas,Sale,-15.09,
05/01/2026,05/03/2026,CASEYS #3373,Gas,Sale,-15.00,
05/02/2026,05/03/2026,EXXON FILL UP,Gas,Sale,-3.82,
05/01/2026,05/03/2026,SHELL OIL13206049010,Gas,Sale,-27.77,
05/02/2026,05/03/2026,CHIPOTLE 0918,Food & Drink,Sale,-34.31,
05/01/2026,05/03/2026,SHELL OIL13206049010,Gas,Sale,-6.94,
05/01/2026,05/03/2026,ZAXBY'S #47801,Food & Drink,Sale,-13.13,
04/30/2026,05/03/2026,CHICK-FIL-A #00870,Food & Drink,Sale,-16.18,
04/30/2026,05/03/2026,BJ'S RESTAURANTS 573,Food & Drink,Sale,-42.95,
05/01/2026,05/03/2026,Carondelet YMCA,Gifts & Donations,Sale,-57.00,
04/29/2026,05/01/2026,THE GREAT AMERICAN GRILL,Food & Drink,Sale,-17.67,
04/30/2026,05/01/2026,4038 JNN HUNTSVILLE,Food & Drink,Sale,-27.88,
