Transaction Date,Post Date,Description,Category,Type,Amount,Memo
2/9/26,2/10/26,CHILI'S OKC I MERIDIAN,Food & Drink,Sale,-27.41,
2/9/26,2/10/26,SWA*EXCS_BAG5264311514279,Travel,Sale,-35,
2/7/26,2/9/26,CHICK-FIL-A #01976,Food & Drink,Sale,-17,
2/7/26,2/9/26,849 BOWLERO CHESTERFIELD,Food & Drink,Sale,-86.9,
2/6/26,2/8/26,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20,
2/6/26,2/8/26,DIERBERGS MARKET PL,Groceries,Sale,-43.45,
2/6/26,2/8/26,FSP*CPR FIRST,Education,Sale,-125.25,
2/5/26,2/6/26,820 BOWLERO 8003425263,Food & Drink,Sale,-6.75,
2/5/26,2/6/26,EXXON ON THE RUN #602,Gas,Sale,-24.63,
2/5/26,2/6/26,820 BOWLERO 8003425263,Food & Drink,Sale,-6.75,
2/5/26,2/6/26,DIERBERGS MARKET PL,Groceries,Sale,-31.22,
2/2/26,2/4/26,SOUTHWES    5262127698108,Travel,Sale,-11.2,
2/2/26,2/4/26,SOUTHWES    5262127694884,Travel,Sale,-11.2,
2/4/26,2/4/26,RENDER.COM,Shopping,Sale,-14.3,
2/3/26,2/4/26,DIERBERGS MARKET PL,Groceries,Sale,-79.17,
2/2/26,2/4/26,SOUTHWES    5267365569852,Travel,Sale,-549.47,
2/2/26,2/3/26,USPS PO 2814820605,Shopping,Sale,-11.95,
2/1/26,2/2/26,DIERBERGS MARKET PL,Groceries,Sale,-60.97,
2/1/26,2/2/26,CHESTERFIELD FAMILY YMCA,Gifts & Donations,Sale,-57,
1/31/26,2/2/26,QDOBA 2172,Food & Drink,Sale,-18.43,
1/31/26,2/2/26,QT 602,Gas,Sale,-23.96,
1/31/26,2/1/26,DD *DOORDASH MCDONALDS,Food & Drink,Sale,-25.94,
1/31/26,2/1/26,NETFLIX.COM,Bills & Utilities,Sale,-17.99,
1/30/26,2/1/26,DIERBERGS MARKET PL,Groceries,Sale,-31.57,
1/29/26,2/1/26,820 BOWLERO 8003425263,Food & Drink,Sale,-18.21,
