Transaction Date,Post Date,Description,Category,Type,Amount,Memo
4/11/26,4/12/26,GLF*COUNTRYLAKES,Entertainment,Sale,-13.76,
4/10/26,4/12/26,HOLIDAY INN EXPRESS &amp; SU,Travel,Sale,-1687.29,
4/11/26,4/12/26,GLF*COUNTRYLAKES,Entertainment,Sale,-89.05,
4/11/26,4/12/26,WIFIONBOARD,Bills & Utilities,Sale,-10,
4/10/26,4/12/26,AMERICAN AI 0010283560719,Travel,Sale,-90,
4/10/26,4/12/26,ARROWHEAD TAP HOUSE 145,Food & Drink,Sale,-22.94,
4/10/26,4/12/26,ARROWHEAD TAP HOUSE 145,Food & Drink,Sale,-30.31,
4/11/26,4/12/26,DIERBERGS MARKET PL,Groceries,Sale,-15.14,
4/10/26,4/12/26,STARBUCKS STORE 25706,Food & Drink,Sale,-4.91,
4/10/26,4/12/26,AAFES FT MC COY 09,Shopping,Sale,-6.18,
4/10/26,4/12/26,BP#6595946SPARTA TRAVEL,Gas,Sale,-47.45,
4/9/26,4/10/26,WM SUPERCENTER #965,Groceries,Sale,-21.29,
4/9/26,4/10/26,AAFES FT MC COY 09,Shopping,Sale,-6.18,
4/9/26,4/10/26,AAFES FT MC COY 09,Shopping,Sale,-6.18,
4/7/26,4/10/26,ARBYS 8276,Food & Drink,Sale,-13.18,
4/8/26,4/9/26,AAFES FT MC COY 09,Shopping,Sale,-7.98,
4/8/26,4/9/26,MCDONALD'S F7285,Food & Drink,Sale,-18.33,
4/8/26,4/9/26,MCDONALD'S F7285,Food & Drink,Sale,-16.23,
4/8/26,4/9/26,AAFES FT MC COY 09,Shopping,Sale,-18.07,
4/6/26,4/8/26,STARBUCKS STORE 25706,Food & Drink,Sale,-4.91,
4/7/26,4/8/26,JIMMY JOHNS - 4008,Food & Drink,Sale,-27.92,
4/6/26,4/8/26,ARBYS 8276,Food & Drink,Sale,-12.44,
4/7/26,4/8/26,MCDONALD'S F7285,Food & Drink,Sale,-18.33,
4/5/26,4/7/26,GOOD DAY CAFE,Food & Drink,Sale,-32.72,
4/6/26,4/7/26,AAFES FT MC COY 09,Shopping,Sale,-15.86,
4/6/26,4/7/26,JIMMY JOHNS - 4008,Food & Drink,Sale,-16.64,
4/5/26,4/7/26,CK HOLIDAY # 06487,Gas,Sale,-28.92,
4/5/26,4/7/26,QDOBA 2404,Food & Drink,Sale,-15.96,
4/6/26,4/7/26,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20,
4/4/26,4/6/26,ACME COMEDY COMPANY/ST,Food & Drink,Sale,-11.92,
4/4/26,4/6/26,TST*ORIGINAL PANCAKE HOU,Food & Drink,Sale,-52.95,
4/4/26,4/6/26,TST*SMACK SHACK,Food & Drink,Sale,-72.74,
4/5/26,4/6/26,SQ *LUCKY SHOTS LLC,Entertainment,Sale,-10.45,
4/3/26,4/5/26,STARBUCKS STORE 25706,Food & Drink,Sale,-9.81,
4/3/26,4/5/26,TST*RED RABBIT - MINNEAP,Food & Drink,Sale,-54.69,
4/2/26,4/5/26,ARBYS 8276,Food & Drink,Sale,-12.44,
4/4/26,4/5/26,RENDER.COM,Shopping,Sale,-14.3,
4/4/26,4/5/26,FSP*MINNEAPOLIS BOULDERIN,Health & Wellness,Sale,-26.17,
4/3/26,4/5/26,AAFES FT MC COY 09,Shopping,Sale,-3.99,
4/2/26,4/5/26,STARBUCKS STORE 25706,Food & Drink,Sale,-4.91,
4/3/26,4/5/26,BP#6542690GOLDEN EXPRESS,Gas,Sale,-38.48,
4/5/26,4/5/26,CLAUDE.AI SUBSCRIPTION,Shopping,Sale,-20,
4/3/26,4/5/26,BP#6542690GOLDEN EXPRESS,Gas,Sale,-10.61,
4/1/26,4/3/26,STARBUCKS STORE 25706,Food & Drink,Sale,-5.91,
4/2/26,4/3/26,AAFES FT MC COY 09,Shopping,Sale,-11.87,
4/2/26,4/3/26,JIMMY JOHNS - 4008,Food & Drink,Sale,-13.59,
4/1/26,4/3/26,ARBYS 8276,Food & Drink,Sale,-3.47,
4/1/26,4/2/26,CTLP*CANTEEN VENDING,Food & Drink,Sale,-1.95,
4/1/26,4/2/26,CTLP*CANTEEN VENDING,Food & Drink,Sale,-2.85,
3/31/26,4/2/26,STARBUCKS STORE 25706,Food & Drink,Sale,-7.54,
4/1/26,4/2/26,Carondelet YMCA,Gifts & Donations,Sale,-57,
4/1/26,4/2/26,JIMMY JOHNS - 4008,Food & Drink,Sale,-28.13,
3/30/26,4/2/26,KWIK TRIP #350,Gas,Sale,-10.9,
4/1/26,4/2/26,AAFES FT MC COY 09,Shopping,Sale,-10.97,
4/1/26,4/2/26,CTLP*GPC,Food & Drink,Sale,-2,
3/31/26,4/1/26,CTLP*CANTEEN VENDING,Food & Drink,Sale,-2.85,
3/31/26,4/1/26,Netflix.com,Bills & Utilities,Sale,-17.99,
3/31/26,4/1/26,AAFES FT MC COY 09,Shopping,Sale,-4.26,
3/30/26,4/1/26,SCHLAFLY'S SPORT STL C,Food & Drink,Sale,-30.07,
3/31/26,4/1/26,JIMMY JOHNS - 4008,Food & Drink,Sale,-37.61,
